Iteration,Layer,Index,Bit
35434,classifier[0],1760950,1
35435,features[22],1666879,4
35436,features[22],1634415,4
35437,classifier[0],845749,4
35438,features[4],25147,3
35439,features[22],1513522,2
35440,classifier[6],9923,0
35441,features[15],483732,4
35442,features[15],850134,0
35443,classifier[0],896099,2
35444,features[15],572736,1
35445,classifier[3],4257312,0
35446,features[8],162959,1
35447,features[22],507786,0
35448,features[4],61119,3
35449,classifier[0],219278,4
35450,classifier[3],3360553,1
35451,classifier[3],10782902,1
35452,features[11],114364,4
35453,classifier[3],7514677,0
35454,classifier[0],1296140,2
35455,classifier[3],5556321,0
35456,features[18],146437,2
35457,features[8],53389,0
35458,features[25],597603,2
35459,features[0],1343,0
35460,features[18],1809126,0
35461,features[25],2023599,0
35462,features[22],1826029,2
35463,features[22],511428,4
35464,features[22],1051262,4
35465,classifier[6],13520,1
35466,features[15],383080,0
35467,features[18],1674164,4
35468,features[25],1862277,4
35469,classifier[0],1491846,4
35470,features[0],1633,3
35471,features[0],365,3
35472,classifier[0],241315,2
35473,features[22],1687273,3
35474,classifier[3],4647319,1
35475,features[0],1346,3
35476,classifier[3],2363595,0
35477,classifier[3],4783898,2
35478,features[18],799847,4
35479,features[25],2097917,4
35480,features[0],635,1
35481,features[22],1384724,4
35482,classifier[0],1155821,2
35483,classifier[0],667735,3
35484,classifier[0],1050559,4
35485,features[22],1434016,4
35486,features[25],905908,2
35487,features[4],50329,3
35488,features[18],1839310,3
35489,features[4],6617,4
35490,features[18],2289504,4
35491,features[18],1628131,4
35492,features[25],1377497,1
35493,classifier[6],465,0
35494,features[8],23315,0
35495,features[4],3851,3
35496,features[4],56608,0
35497,classifier[6],3170,0
35498,features[18],1522682,0
35499,features[11],75016,4
35500,features[25],1516911,0
35501,features[22],610289,0
35502,classifier[3],13283454,0
35503,features[11],457215,1
35504,features[22],1193530,4
35505,features[15],693114,0
35506,features[22],696391,4
35507,features[4],61526,1
35508,features[22],1559977,2
35509,features[11],261619,1
35510,features[0],412,4
35511,features[22],1664880,4
35512,classifier[3],9067977,1
35513,features[4],5355,4
35514,features[15],211455,1
35515,classifier[3],14663432,4
35516,features[0],425,3
35517,features[0],249,4
35518,classifier[6],4962,1
35519,features[22],2243065,0
35520,features[18],1638109,3
35521,features[22],300297,0
35522,features[15],595254,0
35523,classifier[0],427731,3
35524,features[25],2128364,4
35525,features[15],647790,1
35526,classifier[3],14284510,3
35527,classifier[0],38319,0
35528,features[11],141651,2
35529,classifier[6],32476,1
35530,features[0],763,3
35531,features[22],1441324,3
35532,features[0],1221,0
35533,features[15],915924,3
35534,features[11],108167,2
35535,features[0],1347,2
35536,classifier[3],6009820,0
35537,classifier[0],661162,2
35538,features[4],11570,2
35539,classifier[6],15998,3
35540,classifier[6],22783,3
35541,features[22],1868282,0
35542,features[22],154298,0
35543,classifier[3],2655551,2
35544,classifier[3],805478,0
35545,features[0],804,0
35546,classifier[3],9875129,3
35547,features[8],161943,2
35548,features[0],1588,4
35549,features[22],2251872,4
35550,features[25],1428948,2
35551,features[18],1854070,3
35552,classifier[6],31804,3
35553,features[8],279845,2
35554,classifier[6],335,4
35555,features[4],31275,3
35556,features[18],1083004,2
35557,features[25],1227706,4
35558,features[8],43757,0
35559,features[8],194237,0
35560,classifier[0],867040,3
35561,classifier[0],99809,0
35562,classifier[6],1008,3
35563,classifier[3],7833073,2
35564,features[4],30921,3
35565,features[18],1925128,4
35566,features[0],62,4
35567,features[8],269540,3
35568,features[0],1586,3
35569,features[4],59628,1
35570,features[22],2150165,1
35571,features[15],704935,0
35572,classifier[0],63173,1
35573,classifier[3],14015298,4
35574,features[4],41913,1
35575,features[18],1533302,3
35576,classifier[3],13120289,1
35577,features[8],131811,3
35578,classifier[3],77418,0
35579,features[4],26608,2
35580,features[8],31503,0
35581,classifier[3],3919706,1
35582,features[4],880,1
35583,features[0],592,4
35584,classifier[6],28044,0
35585,features[8],62468,2
35586,classifier[0],1031180,3
35587,features[18],1586220,2
35588,classifier[3],961209,3
35589,classifier[6],38598,1
35590,features[25],2027263,4
35591,classifier[3],847976,2
35592,features[4],54924,1
35593,features[0],230,1
35594,classifier[0],1416347,1
35595,features[4],32040,2
35596,features[15],126179,2
35597,features[11],578315,2
35598,features[22],56017,0
35599,features[22],1582773,2
35600,classifier[0],1589692,0
35601,features[22],1751129,2
35602,features[0],1325,4
35603,classifier[3],3718348,0
35604,features[0],312,3
35605,classifier[0],1939773,2
35606,features[11],63688,0
35607,features[15],847352,2
35608,features[25],1374744,3
35609,classifier[6],40657,3
35610,classifier[3],16299973,2
35611,features[11],54100,1
35612,features[15],815541,0
35613,features[4],52659,2
35614,classifier[3],2558984,3
35615,features[22],1319968,3
35616,classifier[0],15582,2
35617,classifier[3],13650113,0
35618,features[18],1701804,4
35619,features[22],1911229,2
35620,features[4],43233,4
35621,features[0],552,2
35622,classifier[0],884387,2
35623,features[15],539529,2
35624,features[4],5178,3
35625,features[18],1138493,4
35626,features[8],17626,1
35627,classifier[0],524346,2
35628,features[25],410004,0
35629,features[11],94974,2
35630,classifier[0],2071071,0
35631,features[25],299043,0
35632,classifier[3],1563786,0
35633,features[22],750509,0
35634,features[11],302332,2
35635,features[4],62508,4
35636,features[18],281701,4
35637,features[11],296386,0
35638,classifier[0],1426007,2
35639,features[11],288371,0
35640,features[22],49659,0
35641,features[8],12726,4
35642,features[18],409071,0
35643,features[15],449362,4
35644,features[25],17997,1
35645,features[0],1602,1
35646,features[0],1406,2
35647,features[15],344918,1
35648,classifier[3],5068577,2
35649,features[22],2321980,1
35650,features[25],1921170,3
35651,classifier[6],16709,1
35652,features[11],402551,2
35653,classifier[3],10193713,4
35654,features[8],120365,2
35655,features[22],1017375,1
35656,features[25],651901,2
35657,features[18],229456,0
35658,features[15],754464,3
35659,classifier[0],1211408,0
35660,features[11],395130,2
35661,features[15],412044,4
35662,features[0],1304,4
35663,features[8],70899,3
35664,features[8],32557,0
35665,features[22],2330036,2
35666,features[0],1572,2
35667,features[18],2306428,2
35668,features[4],70035,2
35669,features[4],68720,3
35670,features[4],28441,1
35671,features[11],518231,1
35672,classifier[0],996291,0
35673,features[0],792,2
35674,classifier[0],188259,3
35675,features[4],24854,0
35676,classifier[6],3275,0
35677,features[22],572468,0
35678,classifier[6],35398,4
35679,features[0],146,0
35680,classifier[3],12464393,3
35681,features[15],188795,0
35682,features[15],128929,2
35683,features[25],2017662,3
35684,features[25],1327531,0
35685,features[15],929779,0
35686,features[4],70279,1
35687,features[8],166582,3
35688,features[4],46494,1
35689,features[22],1160582,2
35690,features[11],336211,4
35691,features[0],1414,4
35692,features[15],436248,1
35693,features[25],1186727,4
35694,features[4],20871,1
35695,classifier[0],1638858,1
35696,features[4],38685,4
35697,features[11],559337,3
35698,features[4],18024,3
35699,classifier[3],2029005,3
35700,features[22],364606,4
35701,features[8],104465,3
35702,features[0],766,2
35703,classifier[0],667867,2
35704,classifier[6],25039,3
35705,features[22],1208774,1
35706,features[18],338259,3
35707,classifier[6],12671,0
35708,features[22],711197,1
35709,features[8],293466,4
35710,classifier[6],6902,1
35711,features[25],451043,1
35712,features[0],855,0
35713,features[15],347117,2
35714,features[18],1287033,4
35715,classifier[0],1017401,4
35716,classifier[3],3969684,0
35717,classifier[6],39927,3
35718,features[8],2945,4
35719,features[22],1919894,4
35720,features[0],25,1
35721,classifier[0],614340,1
35722,features[25],1688712,4
35723,classifier[0],392885,1
35724,features[15],262392,2
35725,features[18],303823,1
35726,features[22],1544355,1
35727,classifier[3],13482162,1
35728,classifier[3],13665421,3
35729,features[11],466069,2
35730,classifier[6],11703,2
35731,features[25],1902129,3
35732,features[8],264384,4
35733,features[8],34394,0
35734,classifier[3],11499085,3
35735,features[25],141742,2
35736,classifier[6],26439,1
35737,classifier[0],1592230,0
35738,features[22],2327461,4
35739,features[18],2319122,4
35740,features[0],1018,4
35741,features[18],191583,2
35742,features[8],209462,2
35743,classifier[3],3502603,1
35744,features[0],912,2
35745,features[4],52920,3
35746,features[8],18186,0
35747,classifier[0],1923103,4
35748,features[4],5578,2
35749,features[0],721,0
35750,classifier[6],22711,3
35751,features[0],8,3
35752,features[8],221634,4
35753,features[4],10031,0
35754,features[11],262022,0
35755,features[25],1151816,3
35756,features[0],221,4
35757,features[4],67115,3
35758,features[18],1765990,1
35759,features[25],1755527,4
35760,features[11],59828,0
35761,features[22],1890547,1
35762,features[0],1003,0
35763,features[18],1319702,1
35764,features[18],1789419,0
35765,features[15],631585,0
35766,features[11],332252,0
35767,features[15],583524,3
35768,classifier[6],14600,3
35769,classifier[3],13056326,1
35770,classifier[6],22067,3
35771,features[25],2357229,4
35772,features[11],202344,0
35773,features[4],39275,3
35774,classifier[0],1493503,2
35775,features[25],62103,1
35776,features[18],889993,3
35777,features[25],2017855,4
35778,features[25],2305115,2
35779,classifier[3],13439289,2
35780,features[11],298876,4
35781,features[15],1017104,4
35782,features[0],407,2
35783,features[18],183830,3
35784,features[4],21865,3
35785,features[8],152116,1
35786,features[11],514295,1
35787,features[0],572,2
35788,classifier[6],834,1
35789,features[25],1747717,0
35790,features[11],575056,0
35791,features[18],343437,0
35792,classifier[3],15983403,2
35793,features[8],204461,1
35794,features[8],131961,0
35795,classifier[6],28935,3
35796,features[8],116901,3
35797,classifier[6],361,0
35798,classifier[0],753475,0
35799,classifier[3],1059217,1
35800,classifier[6],4649,4
35801,features[18],971854,1
35802,features[4],11285,4
35803,features[0],187,0
35804,classifier[3],254891,3
35805,features[22],74993,2
35806,features[22],573213,1
35807,features[11],401679,0
35808,features[0],93,0
35809,features[4],65341,3
35810,classifier[0],1475236,0
35811,features[15],796351,2
35812,features[0],107,1
35813,features[25],1005271,0
35814,features[18],1879630,1
35815,classifier[3],7934807,1
35816,features[22],333655,2
35817,classifier[6],15496,1
35818,features[0],130,1
35819,features[22],474153,4
35820,classifier[3],15004122,1
35821,features[4],66500,3
35822,features[25],1010631,4
35823,features[25],1093952,3
35824,features[15],531782,3
35825,classifier[6],8684,3
35826,features[22],1976820,3
35827,features[11],515388,1
35828,features[0],815,2
35829,features[11],30827,4
35830,features[4],64880,3
35831,features[4],8111,1
35832,features[0],1243,0
35833,features[11],19912,1
35834,features[4],29075,3
35835,classifier[6],5713,2
35836,classifier[3],15046750,3
35837,features[0],1058,4
35838,features[11],58711,1
35839,features[18],823650,0
35840,classifier[3],4052938,4
35841,features[15],83163,0
35842,classifier[6],17246,4
35843,features[18],2235083,1
35844,classifier[3],14541514,0
35845,features[4],14969,3
35846,classifier[6],7453,3
35847,classifier[6],25822,4
35848,classifier[6],21989,2
35849,features[8],3345,4
35850,features[15],770984,3
35851,features[25],2206413,4
35852,features[22],1794803,1
35853,features[25],2127006,2
35854,features[18],597232,3
35855,features[4],21755,0
35856,features[4],25796,3
35857,features[8],244460,2
35858,classifier[3],15581827,0
35859,features[18],194128,1
35860,classifier[6],5558,1
35861,features[4],24110,4
35862,features[22],408496,3
35863,classifier[6],10637,4
35864,features[25],1929149,3
35865,classifier[6],33945,1
35866,features[15],647106,2
35867,features[8],146855,3
35868,classifier[0],1323633,4
35869,features[15],416016,0
35870,features[8],146555,2
35871,features[0],66,2
35872,features[4],14324,1
35873,features[22],729206,4
35874,classifier[6],32111,0
35875,features[25],1489413,3
35876,features[22],1878439,4
35877,features[15],609421,4
35878,features[15],708709,3
35879,features[15],716978,0
35880,classifier[0],671450,2
35881,features[8],109266,3
35882,features[25],303450,4
35883,features[8],197848,4
35884,features[18],72033,1
35885,features[0],258,0
35886,classifier[0],1609434,1
35887,features[4],18278,1
35888,features[25],2106179,0
35889,features[11],285365,4
35890,classifier[3],11430190,2
35891,features[8],238605,1
35892,features[15],264479,2
35893,classifier[6],21644,2
35894,features[0],70,4
35895,features[22],1811327,1
35896,features[0],1465,1
35897,features[11],257631,0
35898,classifier[6],13729,0
35899,classifier[0],2041442,0
35900,features[15],1075975,0
35901,classifier[0],1651444,2
35902,features[25],579647,1
35903,features[15],1036449,1
35904,classifier[0],1290041,4
35905,classifier[6],16013,3
35906,features[15],297456,3
35907,features[11],32676,2
35908,features[11],491140,3
35909,classifier[0],1796491,0
35910,features[25],105452,1
35911,features[0],1584,0
35912,features[25],1705583,0
35913,features[25],2189103,3
35914,classifier[0],1652133,0
35915,features[22],91157,3
35916,features[15],1158407,4
35917,features[15],854090,4
35918,classifier[6],15689,2
35919,features[11],129554,2
35920,classifier[3],15385453,0
35921,features[11],153950,3
35922,features[4],15302,1
35923,classifier[0],749936,1
35924,classifier[3],14075258,3
35925,classifier[0],108608,4
35926,features[15],494257,2
35927,features[8],240520,4
35928,features[4],65638,4
35929,classifier[0],416249,2
35930,features[18],1801469,2
35931,features[25],2279023,0
35932,features[25],1933802,1
35933,classifier[3],15709835,1
35934,features[15],261885,3
35935,classifier[3],1061933,3
35936,features[15],818417,0
35937,features[11],376963,1
35938,features[4],63758,4
35939,features[0],1181,1
35940,features[18],2189582,2
35941,features[11],379746,4
35942,features[22],2122899,1
35943,features[15],1055831,2
35944,classifier[0],1351430,4
35945,features[18],138122,3
35946,features[11],468992,4
35947,features[0],142,2
35948,classifier[3],10173065,0
35949,features[22],24312,2
35950,features[4],48203,1
35951,features[0],262,3
35952,features[8],180322,2
35953,features[11],502441,2
35954,features[0],740,0
35955,features[18],413102,2
35956,features[18],2342657,2
35957,classifier[3],8830794,0
35958,features[15],907460,3
35959,features[18],1591541,4
